10.IDI2	4.60989e-31	9.20805e-31	9.20805e-31	8.688e-33	
10.PFKP	0.02876042	0.057486	0.057486	7.828e-05	
10.PITRM1	1.833435e-10	3.66444e-10	3.66444e-10	3.66444e-10	
10.AKR1C1	0.004387027	0.008768032	0.008768032	4.34e-05	
10.NET1	2.100189e-08	4.196296e-08	4.196296e-08	5.886e-10	
10.ASB13	0.007016702	0.01402095	0.01402095	3.67e-05	
10.LINC02656	0.1842341	0.3681248	0.08756	0.00759	
10.SFMBT2	0.005591222	0.01117116	0.01117116	1.3488e-05	
10.ECHDC3	4.042749e-11	8.079264e-11	8.079264e-11	6.234e-14	
10.PROSER2	0.0001661457	1.1252e-05	0.0003320352	1.1252e-05	
10.DHTKD1	0.0005232304	0.00104537	0.00104537	2.44e-05	
10.SEC61A2	0.045837	0.002116	0.00353	0.00012586	
10.PHYH	6.575364e-11	1.313917e-10	1.313917e-10	1.1556e-13	
10.PRPF18	0.002194322	0.004384082	0.004384082	1.4276e-05	
10.FAM107B	0.4751388	0.5088	0.9493828	0.007326	
10.FAM171A1	0.0001270464	4.18e-05	0.0002538432	1.2598e-05	
10.PTER	1.433523e-18	9.46e-21	2.864568e-18	5.452e-21	
10.C1QL3	5.176311e-61	1.034344e-60	1.034344e-60	1.0824e-63	
10.RSU1	1.275614e-07	4.896e-08	4.892e-09	2.202e-08	
10.HACD1	0.0001066176	0.0002130378	0.0002130378	4.084e-07	
10.NSUN6	2.992875e-06	5.98e-06	1.8956e-07	5.75e-09	
10.ARL5B	2.190936e-10	4.377626e-10	4.377626e-10	4.246e-13	
10.PLXDC2	0.0003600252	0.0007192256	0.0007192256	1.9148e-06	
10.MSRB2	0.01456	0.003886	9.492e-05	4.506e-05	
10.KIAA1217	29.7679	1.8066	1.4748	0.4498	
10.THNSL1	0.05369848	0.1072746	0.0017284	0.0014642	
10.APBB1IP	2.812242e-07	3.328e-08	5.619112e-07	1.203e-09	
10.ENSG00000232224	0.002988416	0.005096	1.1252e-05	1.1452e-05	
10.AL160291.1	3.501576e-05	6.998164e-05	7.77e-06	4.988e-08	
10.BAMBI	4.380619e-06	8.750644e-06	8.750644e-06	8.750644e-06	
10.MTPAP	0.000462685	0.0009243696	0.0009243696	2.472e-06	
10.ZNF438	3.7233e-07	1.0848e-07	8.274e-10	8.274e-10	
10.CCDC7	0.0857493	0.1713348	0.015226	0.0018274	
10.ITGB1	0.224145	0.2662	0.4477626	0.002518	
10.PARD3	3.787056e-12	7.566156e-12	7.566156e-12	2.234e-13	
10.CREM	3.382461e-08	6.755244e-08	7.95e-09	4.686e-09	
10.FZD8	0.005355824	0.01069552	0.01069552	0.01069552	
10.CSGALNACT2	0.02034971	0.04065204	0.04065204	4.738e-05	
10.ZNF239	2.268136e-10	6.868e-11	4.531254e-10	2.892e-12	
10.RASSF4	0.00146376	0.002924096	0.002924096	0.002924096	
10.OR13A1	3.908724e-07	7.81008e-07	7.81008e-07	4.64e-09	
10.ALOX5	7.27099e-07	1.452758e-06	1.452758e-06	1.4708e-09	
10.ZFAND4	0.097028	0.011982	0.011982	0.002064	
10.WASHC2C	6.67575e-10	1.332828e-09	1.332828e-09	1.332828e-09	
10.AGAP9	1.98186e-05	3.93414e-05	3.93414e-05	7.452e-06	
10.ENSG00000186807	0.000795285	0.001588248	0.001588248	3.542e-06	
10.ENSG00000198035	3.565e-05	6.8448e-05	2.852e-06	6.8448e-05	
10.ENSG00000165390	0.1185072	0.2356036	0.2356036	0.003328	
10.ARHGAP22	0.003343221	0.006679944	0.006679944	6.498e-06	
10.VSTM4	0.0008422536	0.001682785	0.001682785	1.7224e-06	
10.TMEM273	2.054472e-08	4.10545e-08	4.10545e-08	7.564e-11	
10.OGDHL	3.705568e-18	1.0772e-20	7.400364e-18	1.0772e-20	
10.PARG	0.1094466	0.02422	0.1181	0.01642	
10.ENSG00000204169	1.068834e-09	2.133976e-09	2.133976e-09	8.376e-11	
10.ENSG00000138297	7.18828e-05	0.000143344	0.000143344	0.000143344	
10.AGAP6	0.0149184	0.0297924	0.0297924	0.00011794	
10.ASAH2	3.27012	1.1924	0.3974	0.1813	
10.ASAH2B	6.981005e-15	1.394422e-14	1.394422e-14	2.174e-15	
10.CSTF2T	0.1116975	0.223114	0.223114	0.005022	
10.SLC16A9	3.4432e-13	6.88e-13	6.88e-13	6.88e-13	
10.ANK3	0.0005259798	0.001050825	0.001050825	0.000481	
10.ADO	2.44155e-08	4.87695e-08	4.87695e-08	2.876e-08	
10.REEP3	9.6266e-06	1.922288e-05	1.922288e-05	3.032e-08	
10.SIRT1	0.004186736	0.0013826	0.008362064	0.000937	
10.HERC4	0.00771658	0.0154113	0.0154113	2.186e-05	
10.DNA2	0.0001293768	2.812e-07	0.000258512	2.812e-07	
10.SLC25A16	1.287084e-08	2.571904e-08	2.571904e-08	6.772e-11	
10.STOX1	8.35007e-62	1.667892e-61	8.232e-64	8.232e-64	
10.KIFBP	3.09339e-05	2.062e-06	2.062e-06	1.1796e-06	
10.TSPAN15	4.659655e-06	9.311764e-06	9.311764e-06	7.546e-09	
10.PPA1	1.288044e-11	2.573424e-11	2.573424e-11	2.664e-14	
10.EIF4EBP2	0.01834906	0.0366567	0.0366567	0.0366567	
10.PALD1	1.960616e-34	3.916836e-34	7.174e-37	7.174e-37	
10.SLC29A3	0.00200788	0.000303	0.001816	2.516e-05	
10.VSIR	7.169416e-08	1.432314e-07	1.432314e-07	1.8318e-10	
10.CHST3	1.045464e-20	2.08887e-20	2.08887e-20	2.71e-23	
10.ANAPC16	0.0004768165	0.000952332	0.000952332	0.000952332	
10.DDIT4	0.396528	0.6608	0.574	0.2198	
10.MICU1	4.95196e-07	9.885408e-07	9.885408e-07	1.4882e-08	
10.NUDT13	1.2087e-08	2.21e-10	2.414e-08	1.9612e-10	
10.SEC24C	0.000841768	0.001678642	0.001678642	4.2e-05	
10.ADK	0.00180198	0.003598884	0.003598884	0.0003692	
10.AL132656.2	0.002565839	0.005127204	0.005127204	0.00011668	
10.ENSG00000226381	9.58665e-52	1.91496e-51	1.91496e-51	2.37e-54	
10.ANXA11	0.05397255	0.02076	0.0003754	0.0003754	
10.CCSER2	2.619408e-06	5.2316e-06	1.9968e-08	7.586e-07	
10.STAMBPL1	7.19983e-05	0.000143782	0.000143782	2.6e-07	
10.ACTA2	2.727101e-17	5.44794e-17	5.44794e-17	1.0898e-18	
10.IFIT5	2.468595e-15	4.93122e-15	4.93122e-15	6.51e-18	
10.PCGF5	0.005987103	0.0119583	0.0119583	0.0004448	
10.TNKS2	4.976947e-13	9.937656e-13	9.937656e-13	9.937656e-13	
10.FGFBP3	1.420826e-05	2.837198e-05	2.837198e-05	1.747e-07	
10.TCTN3	3.840396e-05	7.67102e-05	7.67102e-05	9.772e-08	
10.ENTPD1	2.115575e-20	4.22576e-20	4.22576e-20	6.922e-23	
10.FRAT1	1.081472e-05	2.976e-08	2.160672e-05	7.344e-08	
10.MORN4	0.00148568	0.00296744	2.538e-05	4.812e-06	
10.HPS1	1.505192e-06	3.00756e-06	3.00756e-06	2.284e-08	
10.DNMBP	0.0049848	0.0099572	0.0099572	1.7524e-05	
10.BLOC1S2	0.000918008	0.001833494	0.001833494	3.54e-06	
10.SLF2	0.076964	0.05548	0.04986	0.000692	
10.MRPL43	0.0002203168	0.0004397232	0.0004397232	0.0001171	
10.ARMH3	1.34112	1.4758	0.8702	0.013842	
10.ACTR1A	9.29164e-06	1.85521e-05	1.4554e-07	1.262e-07	
10.SUFU	0.3168336	0.05156	0.632604	0.004746	
10.ARL3	0.0005613544	0.001120732	0.001120732	0.0002428	
10.SFXN2	2.26916e-31	4.53033e-31	4.53033e-31	7.99e-34	
10.BORCS7	1.00164e-15	2.000334e-15	2.000334e-15	2.946e-18	
10.AS3MT	0.0001334655	0.0002665296	5.458e-06	1.3122e-05	
10.STN1	0.799994	0.284	0.8394	0.002122	
10.SLK	0.01431487	0.02859192	0.02859192	5.274e-05	
10.GSTO2	0.3877295	0.77444	0.77444	0.002418	
10.ITPRIP	0.0003051378	1.9114e-06	1.9114e-06	1.9114e-06	
10.CFAP58	2.489864e-05	4.972734e-05	2.582e-07	2.032e-07	
10.XPNPEP1	0.002131242	0.004255296	0.00014986	2.34e-05	
10.MXI1	0.03589955	0.0716984	0.0716984	0.0001007	
10.PDCD4	6.515986e-10	1.301261e-09	1.301261e-09	1.9364e-12	
10.ADRB1	1.932462e-15	3.860542e-15	4.382e-18	5.682e-18	
10.TRUB1	4.41051e-10	4.02e-11	8.807344e-10	8.807344e-10	
10.SLC18A2	3.720756e-30	7.432128e-30	7.432128e-30	9.384e-33	
10.PRDX3	0.006604416	0.01319069	0.01319069	5.266e-05	
10.MCMBP	9.66876	0.5338	0.06138	0.05424	
10.PLEKHA1	1.41416e-08	3.214e-11	2.825106e-08	4.37e-11	
10.CHST15	0.004337087	0.0086618	0.0036	1.2374e-05	
10.OAT	4.451876e-10	7.964e-13	8.895788e-10	7.964e-13	
10.LHPP	0.0021091	7.252e-06	0.0003308	0.00011796	
10.UROS	1.026395e-20	1.8846e-21	2.048804e-20	3.986e-23	
10.DHX32	1.055706e-26	2.1084e-26	2.1084e-26	1.6636e-28	
10.PTPRE	0.1595685	0.3074	0.318864	0.0952	
10.MGMT	5.089575e-15	1.017056e-14	1.017056e-14	1.6694e-17	
10.GLRX3	0.001105281	0.002208276	0.002208276	6.342e-06	
10.DPYSL4	1.959958e-31	3.05e-34	3.917424e-31	1.9712e-33	
10.STK32C	1.99728e-05	3.991056e-05	1.9246e-05	5.02e-08	
10.LRRC27	1.070688e-12	2.139498e-12	2.139498e-12	1.8784e-15	
10.CFAP46	2.816631e-05	5.628484e-05	5.628484e-05	1.6402e-07	
10.TUBGCP2	0.541155	1.081303	0.8116	0.0469	
10.ECHS1	0.00148215	0.00256	0.002961408	3.004e-05	
10.MTG1	8.695611e-05	0.0001737402	0.0001737402	4.082e-07	
11.PGGHG	6.271692e-10	1.253429e-09	1.253429e-09	9.096e-13	
11.IFITM2	0.0003436125	0.0006867252	0.0006867252	1.2004e-06	
11.AC136475.1	1.088518e-13	2.175456e-13	2.175456e-13	9.294e-14	
11.IFITM3	3.1076e-14	6.21063e-14	6.21063e-14	6.112e-17	
11.AC136475.5	7.547715e-16	2.06e-18	2.06e-18	1.141e-18	
11.SIGIRR	3.895255e-05	7.78414e-05	7.78414e-05	8.572e-08	
11.ANO9	7.874944e-09	1.57371e-08	9.092e-10	1.4868e-09	
11.DEAF1	0.000255543	0.0005105898	0.0005105898	8.426e-06	
11.GATD1	0.897169	1.2946	0.9048	0.017766	
11.LOC171391	2.21403e-14	4.423194e-14	7.494e-15	3.088e-15	
11.CEND1	9.06867e-05	0.0001811712	0.0001811712	7.798e-06	
11.PIDD1	3.384945e-17	6.761972e-17	6.761972e-17	1.3036e-19	
11.CRACR2B	5.773998e-15	1.153423e-14	1.153423e-14	1.3764e-17	
11.CD151	5.97434e-49	1.193428e-48	1.193428e-48	1.4396e-51	
11.TSPAN4	0.005984433	0.01195425	0.01195425	0.0004566	
11.KCNQ1	0.1609356	0.0009574	0.3215856	0.02512	
11.SLC22A18	3.54564e-22	7.084044e-22	7.084044e-22	7.236e-25	
11.PHLDA2	0.02786334	0.05567112	0.05567112	0.002448	
11.AC131971.1	1.443204e-18	2.88351e-18	2.88351e-18	4.416e-20	
11.UBQLNL	1.188342e-11	2.3751e-11	2.3751e-11	2.3751e-11	
11.TRIM22	8.688195e-06	1.736388e-05	1.736388e-05	1.251e-08	
11.OR52N4	2.891343e-15	5.778864e-15	5.778864e-15	4.68e-17	
11.TRIM5	1.197056	1.023	1.7588	0.09762	
11.TRIM3	0.000776435	1.239e-05	0.00155078	2.09e-06	
11.ZNF215	9.753392e-35	1.949064e-34	2.186e-37	2.186e-37	
11.ZNF214	3.1066e-14	6.20686e-14	6.20686e-14	8.988e-17	
11.STK33	6.801614e-07	1.8946e-09	1.358428e-06	6.432e-07	
11.TRIM66	1.248624e-08	2.493504e-08	2.493504e-08	1.8678e-10	
11.DENND2B	3.850502e-06	7.692872e-06	7.692872e-06	2.138e-08	
11.AKIP1	1.625999e-08	3.248564e-08	3.97e-09	3.434e-11	
11.TMEM41B	0.0008177544	0.001633622	5.438e-06	5.438e-06	
11.ZNF143	0.02096829	0.04188044	0.04188044	0.00014914	
11.SWAP70	3.157056e-23	6.306048e-23	3.156e-23	8.064e-26	
11.RNF141	0.1283242	0.2563626	0.2563626	0.11442	
11.LOC101928053	1.005941e-07	2.009364e-07	2.009364e-07	2.518e-10	
11.GALNT18	7.56798e-06	1.7974e-07	1.512042e-05	1.554e-08	
11.MICAL2	0.2769489	0.5534132	0.5534132	0.03724	
11.NCR3LG1	0.00828134	0.01653912	0.01653912	8.056e-05	
11.SAAL1	2.12135e-05	4.23885e-05	4.23885e-05	6.238e-08	
11.TSG101	2.481171e-12	4.955804e-12	1.2684e-14	1.0224e-14	
11.SPTY2D1	2.085801e-05	4.126e-05	4.1667e-05	4.1667e-05	
11.IGSF22	5.269938e-19	1.052815e-18	1.052815e-18	1.052815e-18	
11.HTATIP2	1.670292	1.1696	0.19772	0.4122	
11.FANCF	1.47317e-07	1.2064e-07	2.882e-08	3.292e-10	
11.LIN7C	5.82102e-05	0.0001161576	0.0001161576	3.986e-06	
